text_form	form	lemma	pos
ἐγχειρήσεως	ἐγχειρήσεως	ἐγχείρησις	N+Com
ταύτης	ταύτης	οὗτος	PRO+Dem
ἡμῖν	ἡμῖν	ἡμεῖς	PRO+Per1p
ταῖς	ταῖς	ὁ	DET
εὐχαῖς	εὐχαῖς	εὐχή	N+Com
συνεφάψασθαι,	συνεφάψασθαι	συνεφάπτομαι	V
ἵν´	ἵν´	ἵνα	I+Conj
ὁδηγηθέντες	ὁδηγηθέντες	ὁδηγέω	V
καὶ	καί	καί	I+Part
δύναμιν	δύναμιν	δύναμις	N+Com
ἐσχηκότες	ἐσχηκότες	ἔχω	V
λόγου	λόγου	λόγος	N+Com
καὶ	καί	καί	I+Part
διανοίας	διανοίας	διάνοια	N+Com
ὀξύτητα,	ὀξύτητα	ὀξύτης	N+Com
τῆς	τῆς	ὁ	DET
σῆς	σῆς	σός	PRO+Pos2s
φανῶμεν	φανῶμεν	φαίνω	V
ἄξιον	ἄξιον	ἄξιος	A
ἐπιθυμίας	ἐπιθυμίας	ἐπιθυμία	N+Com
ἐργάσασθαι	ἐργάσασθαι	ἐργάζομαι	V
καὶ	καί	καί	I+Part
μηδὲ	μηδέ	μηδέ	I+Part
τὴν	τήν	ὁ	DET
ὑπόθεσιν	ὑπόθεσιν	ὑπόθεσις	N+Com
καθυβρίσωμεν.	καθυβρίσωμεν	καθυβρίζω	V
Παρακαλῶ	παρακαλῶ	παρακαλέω	V
δὲ	δέ	δέ	I+Part
καὶ	καί	καί	I+Part
πάντας	πάντας	πᾶς	A
τοὺς	τούς	ὁ	DET
ἐντευξομένους	ἐντευξομένους	ἐντυγχάνω	V
τῷ	τῷ	ὁ	DET
πάσης	πάσης	πᾶς	A
ἀμουσίας	ἀμουσίας	ἀμουσία	N+Com
πεπληρωμένῳ	πεπληρωμένῳ	πληρόω	V
τῷδε	τῷδε	ὅδε	PRO+Dem
συγγράμματι	συγγράμματι	σύγγραμμα	N+Com
συγγνώμην	συγγνώμην	συγγνώμη	N+Com
ἡμῖν	ἡμῖν	ἡμεῖς	PRO+Per1p
παρασχεῖν	παρασχεῖν	παρέχω	V
ἐξ	ἐξ	ἐκ	I+Prep
ἑτοίμου,	ἑτοίμου	ἕτοιμος	A
τὴν	τήν	ὁ	DET
ἡμετέραν	ἡμετέραν	ἡμέτερος	PRO+Pos1p
εὐπείθειαν	εὐπείθειαν	εὐπείθεια	N+Com
ἀποδεξαμένους.	ἀποδεξαμένους	ἀποδέχομαι	V
Οὐ	οὐ	οὐ	I+Neg
γὰρ	γάρ	γάρ	I+Part
δυνάμει	δυνάμει	δύναμις	N+Com
λόγων	λόγων	λόγος	N+Com
τεθαρρηκότες	τεθαρρηκότες	θαρσέω	V
ἐπὶ	ἐπί	ἐπί	I+Prep
τοῦτο	τοῦτο	οὗτος	PRO+Dem
προήγμεθα,	προήγμεθα	προάγω	V
ἵνα	ἵνα	ἵνα	I+Conj
καὶ	καί	καί	I+Part
μέμψιν	μέμψιν	μέμψις	N+Com
σχῶμεν	σχῶμεν	ἔχω	V
δικαίως	δικαίως	δικαίως	I+Adv
παρὰ	παρά	παρά	I+Prep
τοῦ	τοῦ	ὁ	DET
βουλομένου	βουλομένου	βούλομαι	V
παντὸς	παντός	πᾶς	A
(πολλοῦ	πολλοῦ	πολύς	A
γε	γε	γε	I+Part
καὶ	καί	καί	I+Part
γὰρ	γάρ	γάρ	I+Part
δέομεν	δέομεν	δέω (δεήσω)	V
τοῦ	τοῦ	ὁ	DET
λόγους	λόγους	λόγος	N+Com
εἰδέναι	εἰδέναι	οἶδα	V
καὶ	καί	καί	I+Part
τούτοις	τούτοις	οὗτος	PRO+Dem
γε	γε	γε	I+Part
χρῆσθαι	χρῆσθαι	χράομαι (–άω)	V
κατ´	κατ´	κατά	I+Prep
ἐπιστήμην	ἐπιστήμην	ἐπιστήμη	N+Com
θαρρεῖν),	θαρρεῖν	θαρσέω	V
τῇ	τῇ	ὁ	DET
δ´	δ´	δέ	I+Part
ἐπιταγῇ	ἐπιταγῇ	ἐπιταγή	N+Com
τοῦ	τοῦ	ὁ	DET
προστεταχότος	προστεταχότος	προστάσσω	V
ἡμῖν	ἡμῖν	ἡμεῖς	PRO+Per1p
καὶ	καί	καί	I+Part
τῷ	τῷ	ὁ	DET
μὴ	μή	μή	I+Neg
μέμψιν	μέμψιν	μέμψις	N+Com
ἔχειν,	ἔχειν	ἔχω	V
εἴ	εἰ	εἰ	I+Conj
τις	τις	τις	PRO+Ind
τὴν	τήν	ὁ	DET
ἑαυτοῦ	ἑαυτοῦ	ἑαυτοῦ	PRO+Ref3s
πρός	πρός	πρός	I+Prep
τι	τι	τις	PRO+Ind
τῶν	τῶν	ὁ	DET
ἀναγκαίων	ἀναγκαίων	ἀναγκαῖος	A
ἐνδείκνυται	ἐνδείκνυται	ἐνδείκνυμι	V
δύναμιν,	δύναμιν	δύναμις	N+Com
ἀνέγκλητον	ἀνέγκλητον	ἀνέγκλητος	A
εἶναι,	εἶναι	εἰμί	V
οἰόμενοι	οἰόμενοι	οἴομαι (–ω)	V
πανταχοῦ	πανταχοῦ	πανταχοῦ	I+Adv
τὸ	τό	ὁ	DET
πάνθ´	πάνθ´	πᾶς	A
ὁντινοῦν	ὁντινοῦν	ὁστισοῦν	PRO+Rel
μὴ	μή	μή	I+Neg
πρὸς	πρός	πρός	I+Prep
ἐπίδειξιν,	ἐπίδειξιν	ἐπίδειξις	N+Com
πρὸς	πρός	πρός	I+Prep
δὲ	δέ	δέ	I+Part
τὸ	τό	ὁ	DET
μὴ	μή	μή	I+Neg
τάφῳ	τάφῳ	τάφος (ὁ)	N+Com
σιγῆς	σιγῆς	σιγή	N+Com
παραπέμπεσθαι	παραπέμπεσθαι	παραπέμπω	V
τὰ	τά	ὁ	DET
πρὸς	πρός	πρός	I+Prep
ἀκρόασιν	ἀκρόασιν	ἀκρόασις	N+Com
ἄξια,	ἄξια	ἄξιος	A
τοῖς	τοῖς	ὁ	DET
κατὰ	κατά	κατά	I+Prep
δύναμιν	δύναμιν	δύναμις	N+Com
ἐγχειρεῖν	ἐγχειρεῖν	ἐγχειρέω	V
λόγοις	λόγοις	λόγος	N+Com
ἑκάστοτε.	ἑκάστοτε	ἑκάστοτε	I+Adv
Ποιήσομαι	ποιήσομαι	ποιέω	V
δὲ	δέ	δέ	I+Part
τὸν	τόν	ὁ	DET
λόγον	λόγον	λόγος	N+Com
ἁπλοῦν	ἁπλοῦν	ἁπλόος	A
τε	τε	τε	I+Part
καὶ	καί	καί	I+Part
εὔληπτον,	εὔληπτον	εὔληπτος	A
ἀλλὰ	ἀλλά	ἀλλά	I+Part
δὴ	δή	δή	I+Part
καὶ	καί	καί	I+Part
συνεσταλμένον	συνεσταλμένον	συστέλλω	V
ὡς	ὡς	ὡς (ὅς)	I+Conj
τὰ	τά	ὁ	DET
πολλὰ	πολλά	πολύς	A
κατὰ	κατά	κατά	I+Prep
τὸν	τόν	ὁ	DET
σὸν	σόν	σός	PRO+Pos2s
λόγον,	λόγον	λόγος	N+Com
τἀναγκαῖα	τἀναγκαῖα	ὁ@ἀναγκαῖος	DET@A
μόνον	μόνον	μόνος	A
περιλαβὼν	περιλαβών	περιλαμβάνω	V
καὶ	καί	καί	I+Part
ὅσα	ὅσα	ὅσος	PRO+Rel
δὴ	δή	δή	I+Part
παρεθέντα	παρεθέντα	παρίημι	V
ζημία	ζημία	ζημία	N+Com
σοι	σοι	σύ	PRO+Per2s
λογισθήσεται	λογισθήσεται	λογίζομαι	V
πρὸς	πρός	πρός	I+Prep
ἀκρόασιν	ἀκρόασιν	ἀκρόασις	N+Com
κεχηνότι.	κεχηνότι	χαίνω	V
[Εἰ	εἰ	εἰ	I+Conj
μὲν	μέν	μέν	I+Part
οὖν	οὖν	οὖν	I+Part
τις	τις	τις	PRO+Ind
ἐτύγχανες	ἐτύγχανες	τυγχάνω	V
ὢν	ὤν	εἰμί	V
τῶν	τῶν	ὁ	DET
οὐκ	οὐκ	οὐ	I+Neg
εἰδότων	εἰδότων	οἶδα	V
τὴν	τήν	ὁ	DET
πόλιν,	πόλιν	πόλις	N+Com
τὰ	τά	ὁ	DET
καθ´	καθ´	κατά	I+Prep
ἕκαστόν	ἕκαστον	ἕκαστος	PRO+Ind
τε	τε	τε	I+Part
ἠγνόεις	ἠγνόεις	ἀγνοέω	V
αὐτῆς,	αὐτῆς	αὐτός	PRO+Dem
ὥσπερ	ὥσπερ	ὥσπερ	I+Conj
οἱ	οἱ	ὁ	DET
πρῶτον	πρῶτον	πρῶτος	NUM+Ord
ἐξ	ἐξ	ἐκ	I+Prep
ἀλλοδαπῆς	ἀλλοδαπῆς	ἀλλοδαπός	A
εἰς	εἰς	εἰς	I+Prep
ἑτέραν	ἑτέραν	ἕτερος	PRO+Ind
μετοικήσαντες	μετοικήσαντες	μετοικέω	V
πόλιν,	πόλιν	πόλις	N+Com
ἕως	ἕως	ἕως (μέχρι)	I+Conj
ἂν	ἄν	ἄν	I+Part
τὸ	τό	ὁ	DET
τοῦ	τοῦ	ὁ	DET
χρόνου	χρόνου	χρόνος	N+Com
μῆκος	μῆκος	μῆκος	N+Com
ταύτην	ταύτην	οὗτος	PRO+Dem
αὐτοῖς	αὐτοῖς	αὐτός	PRO+Dem
κατὰ	κατά	κατά	I+Prep
μέρος	μέρος	μέρος	N+Com
γνωρίσειεν,	γνωρίσειεν	γνωρίζω	V
ἐδεόμην	ἐδεόμην	δέω (δεήσω)	V
λόγων	λόγων	λόγος	N+Com
ἂν	ἄν	ἄν	I+Part
ἐνταῦθα	ἐνταῦθα	ἐνταῦθα	I+Adv
μακρῶν,	μακρῶν	μακρός	A
ἵνα	ἵνα	ἵνα	I+Conj
μηδὲν	μηδέν	μηδείς	PRO+Ind
τῶν	τῶν	ὁ	DET
τῆς	τῆς	ὁ	DET
πόλεως	πόλεως	πόλις	N+Com
τὴν	τήν	ὁ	DET
σὴν	σήν	σός	PRO+Pos2s
διαφύγῃ	διαφύγῃ	διαφεύγω	V
γνῶσιν.	γνῶσιν	γνῶσις	N+Com
Ἐπεὶ	ἐπεί	ἐπεί	I+Conj
δὲ	δέ	δέ	I+Part
πρὸς	πρός	πρός	I+Prep
θρέμμα	θρέμμα	θρέμμα	N+Com
ταύτης	ταύτης	οὗτος	PRO+Dem
τὸν	τόν	ὁ	DET
λόγον	λόγον	λόγος	N+Com
ποιοῦμαι	ποιοῦμαι	ποιέω	V
καὶ	καί	καί	I+Part
ἀκριβέστερον	ἀκριβέστερον	ἀκριβής	A
ἢ	ἤ	ἤ (καί)	I+Part
πολλοὺς	πολλούς	πολύς	A
ἄλλους	ἄλλους	ἄλλος	PRO+Ind
τὰ	τά	ὁ	DET
κατ´	κατ´	κατά	I+Prep
αὐτὴν	αὐτήν	αὐτός	PRO+Dem
ἐγνωκότα,	ἐγνωκότα	γιγνώσκω	V
μάτην	μάτην	μάτη	N+Com
οἱ	οἱ	ὁ	DET
μακροὶ	μακροί	μακρός	A
περὶ	περί	περί	I+Prep
τούτων	τούτων	οὗτος	PRO+Dem
λόγοι	λόγοι	λόγος	N+Com
καὶ	καί	καί	I+Part
ἡ	ἡ	ὁ	DET
περὶ	περί	περί	I+Prep
τῆς	τῆς	ὁ	DET
θέσεως	θέσεως	θέσις	N+Com
μεγέθους	μεγέθους	μέγεθος	N+Com
τε	τε	τε	I+Part
καὶ	καί	καί	I+Part
κάλλους	κάλλους	κάλλος	N+Com
