text_form	form	lemma	pos
ܡܕܝܢ܆	ܡܕܝܢ	ܡܵܕܹܝܢ	ADV
ܚܕ	ܚܕ	ܚܲܕ	CARD
ܗܘ	ܗܘ	ܗܘܼ	PRO_pers
ܬ̣ܗܪܐ	ܬܗܪܐ	ܬܸܗܪܵܐ	NOUN
ܘܕܠܐ	ܘܕܠܐ	ܘـ@ܕـ@ܠܵܐ	PART@PART@PART
ܬܚܘܡܐ	ܬܚܘܡܐ	ܬܚܘܼܡܵܐ	NOUN
ܗ̣̈ܘܝ	ܗܘܝ	ܗܘܵܐ	V1
ܬܖ̈ܬܝܗܝܢ.	ܬܪܬܝܗܝܢ	ܬܪܹ̈ܝܢ@ܗܸܢܹܝܢ	CARD@PRO_pers
ܡܐ	ܡܐ	ܡܵܐ	PRO_int
ܕܐܠܗܐ	ܕܐܠܗܐ	ܕـ@ܐܲܠܵܗܵܐ	PART@NOUN
ܣ̇ܥܪ	ܣܥܪ	ܣܥܲܪ	V1
ܡܕܡ	ܡܕܡ	ܡܸܕܸ݁ܡ	PRO_ind
ܨܒܝܢܐܝܬ܆	ܨܒܝܢܐܝܬ	ܨܸܒܝܵܢܵܐܝܼܬ	ADV
ܠܐ	ܠܐ	ܠܵܐ	PART
ܡܬܘܡ	ܡܬܘܡ	ܡܬܘܿܡ	ADV
ܬܐܡܪ	ܬܐܡܪ	ܐܸܡܲܪ	V1
ܕܐܝܟܢ	ܕܐܝܟܢ	ܕـ@ܐܲܝܟ݁ܲܢܵܐ	PART@PRO_int
ܘܟܡܐ	ܘܟܡܐ	ܘـ@ܟܡܵܐ	PART@PRO_int
ܘܕܐܝܟܢܐ.	ܘܕܐܝܟܢܐ	ܘـ@ܕـ@ܐܲܝܟ݁ܲܢܵܐ	PART@PART@PRO_int
ܠܘ	ܠܘ	ܠܵܘ	ADV
ܒܬܚܘܡܐ	ܒܬܚܘܡܐ	ܒـ@ܬܚܘܼܡܵܐ	PART@NOUN
ܐܣ̣ܝܪ	ܐܣܝܪ	ܐܲܣܝܼܪܵܐ	NOUN
ܨܒܝܢܗ	ܨܒܝܢܗ	ܨܸܒܝܵܢܵܐ@ܗܘܼ	NOUN@PRO_pers
ܕܟܡܐ	ܕܟܡܐ	ܕـ@ܟܡܵܐ	PART@PRO_int
ܢܣ̣ܥܘܪ܆	ܢܣܥܘܪ	ܣܥܲܪ	V1
ܫ̣ܪܝܐ	ܫܪܝܐ	ܫܲܪܝܵܐ	ADJ
ܗܘ	ܗܘ	ܗܘܼ	PRO_pers
ܚܝܠܗ	ܚܝܠܗ	ܚܲܝܠܵܐ@ܗܘܼ	NOUN@PRO_pers
ܘܬܚܝܬ	ܘܬܚܝܬ	ܘـ@ܬܚܹܝܬ	PART@PART
ܣܟܐ	ܣܟܐ	ܣܵܟܵܐ	NOUN
ܠܐ	ܠܐ	ܠܵܐ	PART
ܡܣܬ̇ܝܟ.	ܡܣܬܝܟ	ܐܸܣܬܲܝܲܟ	V4
ܕܟܝܢܐܝܬ	ܕܟܝܢܐܝܬ	ܕـ@ܟܝܵܢܵܐܝܼܬ	PART@ADV
ܐ̇ܦܫܩ	ܐܦܫܩ	ܦܲܫܸܩ	V3
ܠܟ	ܠܟ	ܠـ@ܐܲܢ̄ܬ݁	PART@PRO_pers
ܐܢ	ܐܢ	ܐܸܢ	PART
ܬܬܒ̣ܥ	ܬܬܒܥ	ܬܒܲܥ	V1
ܡܢܝ܇	ܡܢܝ	ܡܸܢ@ܐܸܢܵܐ	PART@PRO_pers
ܠܐ	ܠܐ	ܠܵܐ	PART
ܝ̇ܕܥ	ܝܕܥ	ܝܼܕܲܥ	V1
ܐܢ̣ܐ	ܐܢܐ	ܐܸܢܵܐ	PRO_pers
ܐܝܟܢ	ܐܝܟܢ	ܐܲܝܟ݁ܲܢܵܐ	PRO_int
ܥ̣ܠ	ܥܠ	ܥܲܠ 2	V1
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܨܝܕ	ܨܝܕ	ܨܹܝܕ	PART
ܬܠܡ̈ܝܕܐ.	ܬܠܡܝܕܐ	ܬܲܠܡܝܼܕܵܐ	NOUN
ܡܐ	ܡܐ	ܡܵܐ	PRO_int
ܕܬܕܡܘܪܬܐ	ܕܬܕܡܘܪܬܐ	ܕـ@ܬܸܕܡܘܿܪܬܵܐ	PART@NOUN
ܗܝ	ܗܝ	ܗܝܼ	PRO_pers
ܠܐ	ܠܐ	ܠܵܐ	PART
ܡܬܚ̇ܒܫܐ	ܡܬܚܒܫܐ	ܐܸܬܚܒܸܫ	V2
ܬܚܝܬ	ܬܚܝܬ	ܬܚܹܝܬ	PART
ܦܘܫܩܐ܆	ܦܘܫܩܐ	ܦܘܼܫܵܩܵܐ	NOUN
ܐܢܕܝܢ	ܐܢܕܝܢ	ܐܸܢ@ܕܹܝܢ	PART@PART
ܡ̣ܨܝܐ	ܡܨܝܐ	ܡܨܵܐ 2	V1
ܠܡܬܦܫ̇ܩܘ	ܠܡܬܦܫܩܘ	ܠـ@ܐܸܬܦܲܫܲܩ	PART@V4
ܠܘ	ܠܘ	ܠܵܘ	ADV
ܬܕܡܘܪܬܐ	ܬܕܡܘܪܬܐ	ܬܸܕܡܘܿܪܬܵܐ	NOUN
ܗܝ.	ܗܝ	ܗܝܼ	PRO_pers
ܕܐ̇ܬܗܪ	ܕܐܬܗܪ	ܕـ@ܬܗܲܪ	PART@V1
ܐܝܬ	ܐܝܬ	ܐܝܼܬ	PART
ܠܝ	ܠܝ	ܠـ@ܐܸܢܵܐ	PART@PRO_pers
ܡܛܠ	ܡܛܠ	ܡܸܛܘܿܠ	PART
ܗܠܝܢ	ܗܠܝܢ	ܗܵܠܹܝܢ	PRO_dem
ܠܘ	ܠܘ	ܠܵܘ	ADV
ܕܐ̇ܦܫܩ܆	ܕܐܦܫܩ	ܕـ@ܦܲܫܸܩ	PART@V3
ܕܘܡܪܐ	ܕܘܡܪܐ	ܕܘܼܡܵܪܵܐ	NOUN
ܗܝ	ܗܝ	ܗܝܼ	PRO_pers
ܓܝܪ	ܓܝܪ	ܓܹܝܪ	PART
ܟܠܗ̇	ܟܠܗ	ܟܘܿܠ@ܗܝܼ	PRO_ind@PRO_pers
ܐܘܪܚܐ	ܐܘܪܚܐ	ܐܘܼܪܚܵܐ	NOUN
ܕܣܥܘܪܘܬܗ.	ܕܣܥܘܪܘܬܗ	ܕـ@ܣܵܥܘܿܪܘܼܬܵܐ@ܗܘܼ	PART@NOUN@PRO_pers
ܢܦ̣ܩ	ܢܦܩ	ܢܦܲܩ	V1
ܡܢ	ܡܢ	ܡܸܢ	PART
ܟܪܣܐ	ܟܪܣܐ	ܟܲܪܣܵܐ	NOUN
ܦܓܪܢܐܝܬ	ܦܓܪܢܐܝܬ	ܦܲܓܪܵܢܵܐܝܼܬ	ADV
ܘܚܬ̣ܝܡܐ	ܘܚܬܝܡܐ	ܘـ@ܚܬܝܼܡܵܐ	PART@ADJ
ܗܘܬ܆	ܗܘܬ	ܗܘܵܐ	V1
ܘܐܢ	ܘܐܢ	ܘـ@ܐܸܢ	PART@PART
ܬܬܒ̣ܥ	ܬܬܒܥ	ܬܒܲܥ	V1
ܡܢܝ	ܡܢܝ	ܡܸܢ@ܐܸܢܵܐ	PART@PRO_pers
ܠܐ	ܠܐ	ܠܵܐ	PART
ܝ̇ܕܥ	ܝܕܥ	ܝܼܕܲܥ	V1
ܐܢ̣ܐ	ܐܢܐ	ܐܸܢܵܐ	PRO_pers
ܕܐ̇ܦܫܩ	ܕܐܦܫܩ	ܕـ@ܦܲܫܸܩ	PART@V3
ܠܟ.	ܠܟ	ܠـ@ܐܲܢ̄ܬ݁	PART@PRO_pers
ܗܦ̣ܟ	ܗܦܟ	ܗܦܲܟ	V1
ܬܘܒ	ܬܘܒ	ܬܘܼܒ	ADV
ܥ̣ܠ	ܥܠ	ܥܲܠ 2	V1
ܗܘܐ	ܗܘܐ	ܗܘܵܐ	V1
ܠܓܘ	ܠܓܘ	ܠـ@ܓܵܘ	PART@NOUN
ܥܠ̣ܝܬܐ	ܥܠܝܬܐ	ܥ̤ܠܝܼܬܵܐ	NOUN
ܘܐܚ̣ܝܕܐ	ܘܐܚܝܕܐ	ܘـ@ܐܲܚܝܼܕܵܐ	PART@ADJ
ܗܘܬ܆	ܗܘܬ	ܗܘܵܐ	V1
ܕܐܦ	ܕܐܦ	ܕـ@ܐܵܦ	PART@PART
ܗܝ̣	ܗܝ	ܗܝܼ	PRO_pers
ܗܕܐ	ܗܕܐ	ܗܵܕܸܐ	PRO_dem
ܠܥܠ	ܠܥܠ	ܠܥܸܠ	ADV
ܡܢ	ܡܢ	ܡܸܢ	PART
ܣܟܐ	ܣܟܐ	ܣܵܟܵܐ	NOUN
ܗܝ	ܗܝ	ܗܝܼ	PRO_pers
ܐܝܟܢ	ܐܝܟܢ	ܐܲܝܟ݁ܲܢܵܐ	PRO_int
ܕܐܦ	ܕܐܦ	ܕـ@ܐܵܦ	PART@PART
ܗ̇ܝ.	ܗܝ	ܗܵܝ	PRO_dem
ܒܦܓܪܐ	ܒܦܓܪܐ	ܒـ@ܦܲܓܪܵܐ	PART@NOUN
ܕܐܢܫܐ	ܕܐܢܫܐ	ܕـ@ܐ̄ܢܵܫܵܐ	PART@NOUN
ܢܦ̣ܩ	ܢܦܩ	ܢܦܲܩ	V1
ܒܒ̈ܬܘܠܐ	ܒܒܬܘܠܐ	ܒـ@ܒ̈ܬ݂ܘܼܠܹܐ	PART@NOUN
ܘܠܐ	ܘܠܐ	ܘـ@ܠܵܐ	PART@PART
ܫ̣ܪܐ	ܫܪܐ	ܫܪܵܐ	V1
ܐܢܘܢ܆	ܐܢܘܢ	ܐܸܢܘܿܢ	PRO_pers
ܒܗ	ܒܗ	ܒـ@ܗܘܼ	PART@PRO_pers
ܬܘܒ	ܬܘܒ	ܬܘܼܒ	ADV
ܟܕ	ܟܕ	ܟܲܕ	PART
ܒܗ	ܒܗ	ܒـ@ܗܘܼ	PART@PRO_pers
ܥ̣ܠ	ܥܠ	ܥܲܠ 2	V1
ܡܢ	ܡܢ	ܡܸܢ	PART
ܬܖ̈ܥܐ	ܬܪܥܐ	ܬܲܪܥܵܐ	NOUN
